Age,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
44,0.003109,0.003079,0.002877,0.002603,0.003068,0.002963,0.003062,0.002567,0.002718,0.002633,0.002566,0.002518,0.002332,0.002529,0.002128,0.002513,0.002580,0.002500,0.002327,0.002293,0.002461,0.002419,0.002573,0.002221,0.002307,0.002421,0.002260,0.002690,0.002309,0.002661,0.002457,0.002568,0.002712,0.002677,0.002696,0.002385,0.002352,0.002524,0.002395,0.002231,0.002302,0.002269,0.002184,0.002023,0.001972,0.001889,0.001866,0.001887,0.001919,0.001647,0.001728,0.001572,0.001542,0.001475,0.001412,0.001397,0.001222,0.001342,0.001439,0.001395,0.001374
45,0.003096,0.003501,0.003106,0.003146,0.003479,0.002920,0.002977,0.003044,0.002703,0.002845,0.002851,0.002971,0.002692,0.002891,0.002509,0.002485,0.002573,0.002510,0.002459,0.002586,0.002636,0.002751,0.002631,0.002463,0.002633,0.002416,0.002761,0.002921,0.002746,0.002900,0.002720,0.002873,0.002653,0.002943,0.002929,0.002539,0.002570,0.002652,0.002603,0.002608,0.002484,0.002505,0.002403,0.002156,0.002147,0.002169,0.002105,0.002070,0.002073,0.002084,0.001956,0.001863,0.001693,0.001502,0.001577,0.001563,0.001499,0.001447,0.001442,0.001418,0.001409
46,0.003555,0.003391,0.003573,0.003536,0.003281,0.003536,0.003128,0.002951,0.003437,0.003003,0.002925,0.003006,0.003173,0.003002,0.002916,0.002885,0.002783,0.002760,0.002704,0.002928,0.002737,0.002985,0.003130,0.002756,0.002998,0.002969,0.002794,0.002983,0.002975,0.003036,0.002874,0.002879,0.003030,0.003029,0.003253,0.003042,0.003175,0.002939,0.002916,0.002659,0.002743,0.002374,0.002830,0.002395,0.002377,0.002278,0.002370,0.002323,0.002324,0.002150,0.002052,0.002106,0.001904,0.001894,0.001728,0.001559,0.001662,0.001549,0.001601,0.001567,0.001633
47,0.003846,0.004091,0.004085,0.003757,0.003916,0.003344,0.003657,0.003825,0.003015,0.003782,0.003079,0.003379,0.003269,0.003169,0.003060,0.003266,0.003037,0.003155,0.003075,0.003118,0.003239,0.003192,0.003176,0.003071,0.003083,0.003111,0.003336,0.003107,0.003232,0.003309,0.003073,0.003169,0.003315,0.003642,0.003179,0.003123,0.003181,0.003170,0.002877,0.003065,0.002982,0.002994,0.002800,0.002813,0.002500,0.002393,0.002616,0.002697,0.002520,0.002508,0.002397,0.002238,0.002018,0.001987,0.001957,0.002136,0.001789,0.002028,0.001975,0.001848,0.001716
48,0.004278,0.004229,0.003910,0.003828,0.003972,0.003866,0.003661,0.003799,0.003704,0.003458,0.003689,0.003730,0.003502,0.003635,0.003385,0.003568,0.003514,0.003488,0.003526,0.003468,0.003430,0.003390,0.003847,0.003498,0.003305,0.003347,0.003465,0.003631,0.003356,0.003537,0.003276,0.003633,0.003392,0.003530,0.003799,0.003548,0.003452,0.003522,0.003202,0.003328,0.003181,0.003283,0.003159,0.003134,0.002995,0.002750,0.002884,0.002694,0.002722,0.003001,0.002729,0.002653,0.002517,0.002257,0.002443,0.002123,0.002121,0.002191,0.001985,0.002044,0.002046
49,0.004802,0.004858,0.004538,0.004342,0.004348,0.004131,0.004283,0.004052,0.004174,0.003657,0.004138,0.004251,0.003938,0.004004,0.003681,0.003546,0.003809,0.004069,0.004031,0.003998,0.003976,0.003674,0.003941,0.003788,0.003652,0.003802,0.003929,0.003919,0.003906,0.003900,0.003635,0.003879,0.003989,0.004075,0.003830,0.003913,0.003900,0.003924,0.003836,0.003722,0.003632,0.003615,0.003325,0.003420,0.003066,0.003105,0.003210,0.003317,0.003214,0.003044,0.002990,0.002871,0.002631,0.002748,0.002582,0.002434,0.002485,0.002265,0.002144,0.002384,0.002153
50,0.004663,0.005180,0.004657,0.004312,0.004675,0.004747,0.004305,0.004532,0.004539,0.004270,0.004341,0.004508,0.004499,0.004515,0.004147,0.004000,0.004132,0.004066,0.004305,0.004177,0.004054,0.004061,0.004483,0.004168,0.004120,0.004317,0.004172,0.004337,0.004063,0.004186,0.004245,0.004209,0.004074,0.004311,0.004199,0.004233,0.004247,0.003774,0.003878,0.003879,0.004088,0.004101,0.003626,0.003817,0.003555,0.003313,0.003351,0.003579,0.003510,0.003361,0.003335,0.003243,0.003281,0.002733,0.003067,0.002866,0.002789,0.002683,0.002444,0.002461,0.002363
51,0.005343,0.005715,0.004969,0.005037,0.005259,0.005229,0.004782,0.004620,0.004891,0.004787,0.004698,0.004651,0.004302,0.004810,0.004537,0.004423,0.004240,0.004633,0.004649,0.004612,0.004696,0.004536,0.004743,0.004592,0.004530,0.004724,0.004571,0.004508,0.004861,0.004874,0.004599,0.004602,0.004267,0.004692,0.004679,0.004297,0.004202,0.004620,0.004179,0.004524,0.004320,0.004248,0.004224,0.004087,0.004151,0.003814,0.003847,0.003706,0.003900,0.003753,0.003712,0.003660,0.003456,0.003341,0.003014,0.002979,0.002806,0.002902,0.002866,0.002720,0.002674
52,0.005564,0.005909,0.005544,0.005680,0.005880,0.004996,0.005299,0.005161,0.005498,0.005385,0.004982,0.005207,0.005075,0.004918,0.005268,0.004921,0.004694,0.004800,0.005011,0.004742,0.005220,0.005056,0.004936,0.004988,0.004981,0.005065,0.004872,0.005087,0.005186,0.005199,0.005246,0.004725,0.005159,0.004951,0.005029,0.004753,0.004401,0.004482,0.004788,0.004700,0.004697,0.004718,0.004428,0.004229,0.004085,0.004334,0.004239,0.003980,0.003984,0.003977,0.003886,0.003938,0.003703,0.003715,0.003827,0.003270,0.003279,0.003101,0.003024,0.002922,0.003034
53,0.006525,0.006217,0.006162,0.005886,0.005938,0.005949,0.005475,0.005264,0.005677,0.005563,0.005576,0.005895,0.005412,0.005201,0.005200,0.005666,0.005340,0.005230,0.005126,0.005878,0.005636,0.005313,0.005630,0.005319,0.005543,0.005341,0.005479,0.005756,0.005568,0.005483,0.005382,0.005338,0.005138,0.005421,0.005128,0.005146,0.005032,0.004937,0.004957,0.005112,0.004920,0.004987,0.004850,0.004590,0.004659,0.004681,0.004639,0.004416,0.004282,0.004408,0.004395,0.004221,0.003942,0.004112,0.003900,0.003793,0.003693,0.003450,0.003333,0.003192,0.003227
54,0.007072,0.006569,0.006165,0.006655,0.006316,0.006594,0.006174,0.006001,0.005995,0.006017,0.005841,0.006680,0.005619,0.006042,0.005433,0.005583,0.006053,0.005939,0.005474,0.005825,0.005993,0.005878,0.006225,0.005909,0.005881,0.005827,0.005963,0.006184,0.006036,0.005883,0.005753,0.005584,0.005745,0.005796,0.005641,0.005323,0.005286,0.005482,0.005089,0.005421,0.005276,0.004750,0.005434,0.005180,0.004946,0.004817,0.004960,0.004706,0.004926,0.004657,0.004707,0.004741,0.004553,0.004351,0.004422,0.004051,0.004061,0.003814,0.003898,0.003739,0.003467
55,0.007608,0.007481,0.006817,0.007199,0.007375,0.006718,0.006937,0.006717,0.006480,0.006744,0.006498,0.006628,0.006811,0.006257,0.006476,0.006214,0.005748,0.007057,0.005656,0.006569,0.006224,0.006673,0.006694,0.006281,0.006310,0.006271,0.006362,0.006905,0.006828,0.006439,0.006397,0.006196,0.006376,0.006630,0.006356,0.005876,0.005856,0.005941,0.005788,0.005476,0.005718,0.006140,0.005624,0.005523,0.005522,0.005174,0.005103,0.005237,0.005469,0.005403,0.005103,0.004988,0.004541,0.004609,0.004797,0.004818,0.004451,0.004367,0.003990,0.004006,0.004141
56,0.008507,0.007888,0.007831,0.007353,0.007503,0.007346,0.007110,0.007267,0.006888,0.007085,0.007304,0.006826,0.006623,0.007751,0.006294,0.007043,0.006605,0.006682,0.005866,0.006899,0.007098,0.007178,0.007259,0.006884,0.007192,0.007242,0.006992,0.007375,0.007438,0.007430,0.007264,0.006888,0.006930,0.007538,0.006688,0.006516,0.006623,0.006211,0.006478,0.006535,0.006032,0.006342,0.006312,0.006269,0.006201,0.005787,0.005568,0.005793,0.005604,0.006297,0.005817,0.005636,0.005053,0.005441,0.005405,0.005057,0.004889,0.004787,0.004652,0.004507,0.004329
57,0.008929,0.009168,0.008227,0.008388,0.008182,0.008240,0.008125,0.008659,0.007881,0.007794,0.007172,0.007971,0.007501,0.007215,0.007648,0.007167,0.007553,0.007877,0.007386,0.007914,0.007631,0.008066,0.007808,0.007400,0.007707,0.007791,0.008101,0.007449,0.007808,0.007820,0.008083,0.007709,0.007888,0.007996,0.007401,0.006991,0.006741,0.006637,0.006795,0.006948,0.006180,0.006616,0.006285,0.006608,0.006033,0.006348,0.006164,0.006386,0.006245,0.006338,0.006027,0.006124,0.005625,0.005446,0.005563,0.005448,0.005270,0.005340,0.005230,0.005224,0.005265
58,0.010272,0.009206,0.009527,0.008586,0.008900,0.008717,0.009012,0.008618,0.008470,0.008612,0.007927,0.008464,0.008328,0.008237,0.008029,0.008541,0.007590,0.008013,0.009667,0.007910,0.008881,0.008634,0.008825,0.008633,0.008612,0.008381,0.008938,0.009183,0.008345,0.008715,0.008498,0.008693,0.008507,0.008088,0.008062,0.007926,0.007611,0.007420,0.007187,0.007466,0.006870,0.006766,0.007180,0.006598,0.006865,0.006933,0.006700,0.006601,0.006714,0.006619,0.006567,0.006608,0.006304,0.005943,0.005843,0.005997,0.005594,0.005819,0.005685,0.005629,0.005841
59,0.011584,0.011508,0.009918,0.010516,0.010000,0.010044,0.009979,0.009364,0.009791,0.009479,0.009471,0.009546,0.009363,0.009174,0.009160,0.008493,0.009155,0.008284,0.010814,0.009164,0.008860,0.008611,0.009490,0.009334,0.009317,0.009301,0.009172,0.009903,0.009804,0.010005,0.009225,0.009805,0.009404,0.009003,0.009113,0.008503,0.008715,0.008298,0.007868,0.007771,0.007793,0.007803,0.007573,0.007489,0.007094,0.007512,0.007189,0.007490,0.007262,0.007451,0.007309,0.007138,0.007210,0.006778,0.006649,0.006825,0.006118,0.006259,0.005904,0.006092,0.006292
60,0.013147,0.013256,0.011804,0.011462,0.011807,0.011069,0.010989,0.010730,0.009936,0.011391,0.011192,0.010820,0.010130,0.010245,0.010024,0.010109,0.010027,0.010772,0.011384,0.010264,0.009962,0.009675,0.011459,0.009841,0.010350,0.010529,0.010602,0.010798,0.010560,0.010465,0.010186,0.010475,0.010767,0.010272,0.009977,0.009762,0.009516,0.009608,0.008821,0.008504,0.008660,0.008518,0.008282,0.007542,0.007453,0.007634,0.007785,0.007450,0.008013,0.008132,0.007860,0.007853,0.007436,0.007354,0.007486,0.007131,0.007232,0.007076,0.006746,0.006630,0.007200
61,0.013562,0.014442,0.012734,0.013295,0.012344,0.012016,0.011909,0.011346,0.011622,0.011118,0.011376,0.012147,0.011633,0.011416,0.009982,0.011054,0.010833,0.010451,0.010922,0.010475,0.010816,0.011556,0.011303,0.011937,0.011460,0.011591,0.011428,0.012083,0.011769,0.011133,0.011635,0.011201,0.011075,0.011444,0.011499,0.010032,0.010181,0.010017,0.009579,0.009811,0.009090,0.008964,0.008666,0.008928,0.008045,0.008523,0.008114,0.008677,0.008655,0.008545,0.008268,0.008651,0.008056,0.007957,0.008140,0.008067,0.007669,0.007761,0.007450,0.007156,0.007822
62,0.015853,0.015877,0.014521,0.013795,0.013955,0.013388,0.013409,0.013239,0.012268,0.012873,0.012118,0.012645,0.012957,0.013272,0.011641,0.011702,0.011870,0.011441,0.011155,0.012354,0.011429,0.012413,0.012415,0.011692,0.013084,0.011773,0.012329,0.012677,0.013237,0.012673,0.012494,0.012602,0.012540,0.013174,0.012524,0.011778,0.011307,0.011042,0.011030,0.010436,0.010030,0.010384,0.009673,0.009334,0.008780,0.008796,0.008735,0.008895,0.009104,0.008950,0.009400,0.009153,0.008734,0.008663,0.008560,0.008882,0.008203,0.008101,0.008465,0.008107,0.008134
63,0.016423,0.017977,0.016035,0.015509,0.016035,0.015925,0.014317,0.014809,0.013948,0.014364,0.013388,0.014416,0.014426,0.014624,0.013107,0.013264,0.012907,0.013291,0.012296,0.013034,0.013642,0.013232,0.014042,0.013248,0.012714,0.014272,0.013424,0.014508,0.014054,0.014150,0.014078,0.014175,0.013153,0.013413,0.013306,0.012740,0.012147,0.011982,0.011961,0.011679,0.012069,0.011259,0.010809,0.009799,0.009845,0.009688,0.009065,0.009452,0.009871,0.010049,0.009571,0.009803,0.009307,0.009276,0.009570,0.009561,0.008743,0.009602,0.008584,0.008954,0.009343
64,0.019881,0.018591,0.016891,0.017404,0.017094,0.017178,0.017040,0.015302,0.016248,0.015770,0.015630,0.015486,0.015373,0.016441,0.014490,0.015077,0.014221,0.014665,0.014031,0.014257,0.014097,0.013456,0.014172,0.014898,0.014164,0.014508,0.016446,0.015484,0.015276,0.015378,0.014956,0.015509,0.015432,0.015029,0.014647,0.013979,0.014143,0.013794,0.013435,0.012785,0.012791,0.012646,0.011982,0.011184,0.010390,0.010512,0.011076,0.009948,0.009869,0.010166,0.011114,0.010236,0.010143,0.009971,0.010193,0.010332,0.009622,0.009894,0.009594,0.009231,0.009383
65,0.020337,0.021817,0.019643,0.019515,0.020237,0.019394,0.020145,0.018506,0.017186,0.017469,0.017310,0.018106,0.016405,0.017978,0.016559,0.016123,0.016230,0.016430,0.016095,0.016470,0.015453,0.014808,0.017466,0.015218,0.015741,0.015784,0.016400,0.018703,0.017220,0.017095,0.016717,0.016587,0.016851,0.016854,0.016134,0.015366,0.015380,0.014617,0.015142,0.014033,0.013966,0.014079,0.013135,0.011977,0.011882,0.011437,0.011326,0.011153,0.011050,0.011104,0.011057,0.011455,0.010835,0.010686,0.011363,0.010693,0.010728,0.010841,0.010374,0.010702,0.010264
66,0.024797,0.022900,0.022032,0.021400,0.021644,0.021561,0.021560,0.021045,0.019810,0.019717,0.020394,0.019159,0.019445,0.019634,0.017571,0.018350,0.017560,0.017793,0.017899,0.017564,0.017047,0.017036,0.018126,0.018208,0.016669,0.017558,0.018638,0.018233,0.020058,0.018598,0.018475,0.018775,0.018357,0.019171,0.018115,0.017676,0.016952,0.016785,0.017110,0.016696,0.015308,0.015351,0.014673,0.013793,0.013258,0.012795,0.012556,0.012618,0.012239,0.012147,0.011802,0.011835,0.011929,0.011951,0.012134,0.011701,0.011565,0.011685,0.011439,0.011559,0.011638
67,0.026155,0.027696,0.024234,0.024701,0.025629,0.024271,0.023835,0.023793,0.022716,0.023030,0.020784,0.023143,0.021842,0.021706,0.020544,0.019751,0.019825,0.020420,0.020420,0.019659,0.019799,0.019739,0.020165,0.019175,0.019587,0.018790,0.020700,0.021423,0.019772,0.023839,0.019998,0.020687,0.020999,0.021310,0.019482,0.019593,0.018663,0.018850,0.018344,0.017672,0.017292,0.016604,0.015940,0.015313,0.014323,0.014217,0.013308,0.013085,0.013302,0.013468,0.013327,0.012798,0.012756,0.012996,0.012651,0.013179,0.012260,0.012197,0.012323,0.012576,0.012474
68,0.029442,0.029921,0.027719,0.025939,0.027998,0.025338,0.026021,0.026586,0.024893,0.025583,0.025334,0.025616,0.024726,0.025335,0.023069,0.022220,0.022619,0.022451,0.022721,0.022553,0.023182,0.022503,0.022826,0.020831,0.021082,0.022580,0.020903,0.023673,0.022199,0.023071,0.024523,0.021782,0.022770,0.022994,0.022098,0.022475,0.021247,0.020497,0.019926,0.019684,0.018782,0.018689,0.017660,0.016451,0.016001,0.015854,0.015364,0.014561,0.013959,0.013924,0.013804,0.013614,0.013198,0.013542,0.014300,0.013839,0.013588,0.013757,0.012810,0.013976,0.014241
69,0.032917,0.034292,0.030100,0.030835,0.030726,0.030636,0.029717,0.029037,0.028811,0.029041,0.028236,0.029416,0.027647,0.029402,0.025303,0.025481,0.025354,0.025080,0.025395,0.025100,0.025561,0.024661,0.025679,0.023484,0.024362,0.023532,0.025733,0.025524,0.026132,0.025178,0.024099,0.028103,0.024847,0.026117,0.024508,0.024345,0.023125,0.023770,0.021801,0.021349,0.021303,0.020424,0.019999,0.019120,0.017518,0.017555,0.016692,0.016430,0.016186,0.015664,0.014940,0.015323,0.014956,0.014344,0.014247,0.015460,0.014511,0.014870,0.014661,0.014516,0.014632
70,0.035564,0.037033,0.033492,0.034135,0.035428,0.031579,0.034731,0.032064,0.032597,0.032968,0.032062,0.033038,0.032544,0.032216,0.029136,0.028816,0.028588,0.028642,0.028564,0.029552,0.029109,0.027648,0.028212,0.026907,0.026907,0.026592,0.027267,0.029548,0.026849,0.027833,0.027124,0.027043,0.030524,0.027614,0.027050,0.027224,0.026374,0.025203,0.025690,0.024709,0.023451,0.022914,0.022339,0.021551,0.019763,0.019267,0.018696,0.018417,0.017952,0.017722,0.016493,0.016792,0.016305,0.015687,0.015516,0.016535,0.016588,0.015436,0.016407,0.016341,0.016428
71,0.042615,0.042596,0.036089,0.036823,0.039067,0.038265,0.037130,0.037132,0.036200,0.037541,0.035200,0.037442,0.036461,0.037406,0.031630,0.033090,0.031569,0.032701,0.032128,0.030688,0.033017,0.030575,0.033243,0.029830,0.029138,0.030949,0.030850,0.031316,0.033411,0.030485,0.030104,0.029960,0.029583,0.033645,0.029835,0.030262,0.029166,0.028145,0.028304,0.027854,0.026225,0.025697,0.024971,0.022946,0.022074,0.021478,0.020622,0.020700,0.020194,0.019670,0.019046,0.018471,0.018545,0.017798,0.017740,0.017379,0.016724,0.018407,0.016876,0.017641,0.018141
72,0.045231,0.049127,0.042223,0.040542,0.042600,0.040458,0.044655,0.039445,0.040269,0.040432,0.039140,0.040916,0.041489,0.041584,0.036714,0.036299,0.036262,0.035448,0.036242,0.034283,0.035034,0.034255,0.036006,0.033681,0.033227,0.034144,0.034901,0.034449,0.034368,0.035894,0.033259,0.034340,0.033177,0.033528,0.037098,0.031861,0.032933,0.032530,0.031485,0.030375,0.029472,0.028956,0.027609,0.027149,0.024713,0.025576,0.023407,0.022313,0.021082,0.021424,0.020622,0.020135,0.020483,0.019351,0.019988,0.019529,0.018419,0.018968,0.019268,0.019031,0.019621
73,0.049383,0.053829,0.049130,0.046765,0.048965,0.046595,0.048533,0.046367,0.043679,0.047564,0.041874,0.044533,0.046183,0.046697,0.041235,0.041930,0.039406,0.041968,0.039994,0.040528,0.039774,0.038624,0.042069,0.037180,0.037355,0.038703,0.038719,0.040623,0.039352,0.037485,0.038810,0.037090,0.037638,0.037905,0.036842,0.041437,0.035530,0.035882,0.035502,0.033731,0.032843,0.033001,0.030133,0.028873,0.028675,0.027713,0.026240,0.024898,0.025096,0.024546,0.024354,0.022861,0.022782,0.021527,0.021895,0.021258,0.019202,0.020428,0.019763,0.021734,0.020903
74,0.056434,0.056043,0.053193,0.053932,0.054409,0.049654,0.052300,0.050198,0.050786,0.050685,0.049976,0.050188,0.051288,0.053862,0.048239,0.047590,0.046990,0.045881,0.045366,0.044769,0.044432,0.043990,0.044669,0.044102,0.042206,0.043178,0.044307,0.045001,0.043223,0.041945,0.042246,0.043292,0.040385,0.043277,0.040936,0.041036,0.044665,0.039552,0.039920,0.038914,0.036549,0.037191,0.034185,0.032033,0.031378,0.031488,0.029884,0.029320,0.027294,0.026314,0.026838,0.026224,0.024262,0.023958,0.024098,0.023594,0.022337,0.022836,0.022015,0.023083,0.023920
75,0.061490,0.067527,0.056172,0.058776,0.060721,0.056077,0.058022,0.056096,0.053983,0.058897,0.051246,0.059356,0.056630,0.059232,0.051730,0.053048,0.052157,0.053203,0.049559,0.051353,0.049037,0.050484,0.050199,0.047128,0.049197,0.048483,0.050121,0.050953,0.049869,0.049548,0.045808,0.047467,0.050174,0.046409,0.045694,0.045706,0.043835,0.049250,0.044442,0.042755,0.041620,0.040806,0.038639,0.038359,0.035286,0.033951,0.033139,0.032332,0.030992,0.030021,0.029681,0.029490,0.027994,0.027452,0.026405,0.025727,0.024670,0.025274,0.023628,0.024927,0.025756
76,0.069075,0.071213,0.066291,0.062054,0.068216,0.063961,0.064088,0.061992,0.058653,0.065813,0.064141,0.060135,0.064565,0.064853,0.059682,0.060595,0.058776,0.060978,0.057338,0.053879,0.056815,0.055808,0.057709,0.051489,0.052476,0.055181,0.057419,0.057087,0.053894,0.054952,0.053635,0.052924,0.053685,0.056757,0.050838,0.053058,0.049849,0.049081,0.054516,0.048004,0.047622,0.046515,0.043655,0.041897,0.039673,0.038905,0.036933,0.036559,0.035448,0.034993,0.033264,0.033311,0.032152,0.030365,0.030428,0.030037,0.028261,0.028871,0.027592,0.026587,0.028557
77,0.075353,0.084742,0.070508,0.072530,0.072426,0.070133,0.075934,0.069264,0.065989,0.071518,0.067987,0.071222,0.066174,0.073887,0.066378,0.068532,0.067609,0.066547,0.068766,0.065286,0.062645,0.063086,0.064305,0.058260,0.058237,0.060128,0.065201,0.064714,0.062334,0.061880,0.057591,0.059608,0.058922,0.060325,0.060721,0.055436,0.056776,0.054532,0.055791,0.059920,0.052872,0.051780,0.050724,0.046748,0.046119,0.043661,0.041921,0.040719,0.040615,0.038299,0.038913,0.037287,0.035259,0.033611,0.033816,0.032596,0.031106,0.031081,0.029962,0.030864,0.030919
78,0.084866,0.093816,0.083293,0.082245,0.084225,0.073877,0.083342,0.078364,0.075094,0.075944,0.073295,0.080868,0.082006,0.079263,0.075115,0.074197,0.073263,0.077723,0.074279,0.072169,0.075471,0.067810,0.075223,0.064590,0.067519,0.067544,0.067597,0.074369,0.069617,0.068396,0.065467,0.066403,0.065556,0.066406,0.066650,0.067378,0.061220,0.061951,0.060861,0.060643,0.065506,0.058302,0.056667,0.053523,0.051373,0.050469,0.047968,0.046443,0.044910,0.044374,0.042887,0.043227,0.039597,0.038508,0.038741,0.038199,0.034874,0.036020,0.033836,0.034762,0.034570
79,0.100026,0.091287,0.084169,0.091094,0.100623,0.086291,0.087112,0.087482,0.083379,0.088545,0.078522,0.086836,0.089800,0.093683,0.080955,0.086859,0.081132,0.085277,0.083956,0.082315,0.085674,0.078657,0.084262,0.076396,0.073449,0.075955,0.077343,0.080026,0.079826,0.077372,0.075300,0.074650,0.072172,0.076897,0.072516,0.073187,0.074049,0.067744,0.069650,0.066723,0.069508,0.073019,0.062402,0.061673,0.058810,0.058474,0.054155,0.052655,0.050761,0.049965,0.050194,0.048771,0.046410,0.043249,0.043538,0.042539,0.040983,0.040880,0.038131,0.039503,0.039962
80,0.106419,0.114799,0.101859,0.096108,0.103784,0.101007,0.102144,0.096071,0.095658,0.098138,0.092530,0.097549,0.094872,0.101388,0.088675,0.088807,0.091353,0.095137,0.090285,0.089399,0.093447,0.090124,0.097423,0.085877,0.084195,0.086657,0.090246,0.093385,0.089371,0.088704,0.083786,0.082463,0.081785,0.084956,0.082864,0.081907,0.079175,0.080613,0.076550,0.077028,0.073280,0.069904,0.073847,0.065913,0.065155,0.064963,0.063047,0.061115,0.058229,0.057346,0.054821,0.055539,0.052930,0.051026,0.049268,0.048244,0.046887,0.046753,0.043568,0.043560,0.044104
81,0.119263,0.124227,0.113031,0.112249,0.119733,0.104835,0.111305,0.110115,0.100830,0.114701,0.099931,0.108759,0.107642,0.109347,0.102445,0.099501,0.097499,0.107478,0.100041,0.100721,0.104279,0.100306,0.104695,0.096646,0.093344,0.095707,0.098750,0.102699,0.098181,0.098138,0.093985,0.093753,0.093154,0.094141,0.092974,0.092532,0.089723,0.088872,0.093926,0.081333,0.082278,0.080054,0.076635,0.082081,0.071611,0.074447,0.069837,0.069541,0.065870,0.064282,0.061761,0.062716,0.061567,0.057911,0.057666,0.056174,0.052307,0.053489,0.050061,0.051233,0.050757
82,0.132679,0.136512,0.122735,0.122376,0.132624,0.113016,0.118651,0.120057,0.115414,0.124204,0.118195,0.119855,0.122768,0.118853,0.111229,0.113720,0.108859,0.114018,0.112280,0.108866,0.115701,0.110806,0.119855,0.100829,0.107312,0.108331,0.112964,0.115320,0.113225,0.109915,0.103191,0.103782,0.102056,0.108233,0.100523,0.104322,0.101905,0.097044,0.099023,0.102264,0.089938,0.093065,0.088748,0.084112,0.088229,0.081514,0.079380,0.079692,0.074477,0.074086,0.072720,0.071967,0.068955,0.065847,0.064885,0.064983,0.059433,0.060509,0.058253,0.057659,0.058076
83,0.140423,0.151401,0.131660,0.133772,0.139860,0.132173,0.129350,0.129400,0.129549,0.136407,0.124285,0.134701,0.133161,0.135834,0.128165,0.126167,0.121571,0.129500,0.127059,0.124665,0.125359,0.122191,0.131702,0.118646,0.111499,0.122368,0.124611,0.127358,0.123008,0.121019,0.116897,0.116330,0.117653,0.122016,0.114085,0.115358,0.112166,0.112024,0.115402,0.106122,0.107540,0.100105,0.100482,0.096144,0.088102,0.099383,0.086108,0.088647,0.085634,0.084066,0.081599,0.082062,0.077402,0.073016,0.074422,0.073218,0.067797,0.068921,0.064570,0.066402,0.067249
84,0.157281,0.160410,0.145325,0.152290,0.162083,0.141223,0.150696,0.138232,0.138208,0.151683,0.135867,0.141899,0.151460,0.149120,0.137702,0.135501,0.133701,0.141741,0.139632,0.137875,0.146867,0.134258,0.144938,0.130984,0.131702,0.134434,0.145173,0.143857,0.144847,0.138433,0.129537,0.129354,0.127513,0.134083,0.127200,0.132616,0.125793,0.119888,0.124855,0.121149,0.114773,0.122365,0.105333,0.107614,0.102471,0.099079,0.107549,0.096232,0.096924,0.095164,0.094331,0.092042,0.087865,0.083775,0.082776,0.081562,0.076584,0.079820,0.074360,0.076051,0.076429
85,0.167344,0.174799,0.150784,0.163442,0.179979,0.157573,0.162823,0.158045,0.148788,0.164422,0.151264,0.160557,0.155453,0.163603,0.146549,0.153451,0.149058,0.154907,0.158406,0.146752,0.145798,0.157501,0.159154,0.147698,0.142740,0.150269,0.153887,0.164365,0.152973,0.154138,0.142119,0.147220,0.139543,0.142465,0.143771,0.142838,0.140644,0.138577,0.139752,0.136697,0.126628,0.129503,0.127065,0.114824,0.114338,0.112493,0.105752,0.120063,0.104309,0.106137,0.105469,0.106018,0.098853,0.096926,0.093447,0.093919,0.089193,0.091852,0.086585,0.087361,0.087408
86,0.168273,0.191552,0.173200,0.171276,0.197571,0.172802,0.182635,0.176672,0.171421,0.180317,0.165152,0.184454,0.181618,0.175029,0.169266,0.173654,0.171486,0.176356,0.172315,0.164418,0.163265,0.172657,0.178410,0.156412,0.159801,0.164225,0.172779,0.178538,0.171793,0.166320,0.156455,0.156131,0.158707,0.161674,0.156227,0.159706,0.156740,0.160078,0.151435,0.150997,0.144388,0.142060,0.137905,0.139383,0.124066,0.132940,0.124204,0.115585,0.129473,0.119873,0.120890,0.121068,0.114474,0.107523,0.106742,0.105276,0.099214,0.103466,0.099432,0.101478,0.099407
87,0.192393,0.206359,0.181266,0.186783,0.210931,0.194608,0.197023,0.199512,0.181181,0.202961,0.180822,0.191128,0.205274,0.190808,0.183768,0.192936,0.187759,0.193577,0.188865,0.183617,0.182219,0.186893,0.191748,0.176610,0.171298,0.184820,0.192232,0.202748,0.186022,0.190591,0.172592,0.178104,0.171071,0.181748,0.171172,0.182887,0.177167,0.170946,0.176163,0.164886,0.160445,0.164373,0.153132,0.146887,0.152812,0.139014,0.139201,0.138648,0.131102,0.143697,0.132371,0.132503,0.126026,0.123182,0.119425,0.121024,0.110850,0.117082,0.110717,0.115076,0.116440
